1,10,93.0,94.0,11
1,4,93.5,94.5,13
1,15,94.0,95.0,14
1,4,94.5,95.5,19
1,15,95.0,96.0,17
1,4,95.5,96.5,10
1,10,96.0,97.0,2
0,4,96.5,97.5,7
1,10,97.0,98.0,18
0,15,97.5,98.5,4
0,4,98.0,99.0,4
1,4,98.5,99.5,9
1,15,99.0,100.0,17
0,10,99.5,100.5,17
0,15,100.0,101.0,5
1,4,100.5,101.5,13
0,4,101.0,102.0,3
0,10,101.5,102.5,17
0,10,102.0,103.0,16
0,10,102.5,103.5,13
0,15,103.0,104.0,17
1,4,103.5,104.5,9
0,4,104.0,105.0,7
1,10,104.5,105.5,19
1,15,105.0,106.0,16
0,4,105.5,106.5,3
1,4,106.0,107.0,4
0,15,106.5,107.5,16
0,15,107.0,108.0,13
0,10,107.5,108.5,7
1,15,108.0,109.0,5
0,15,108.5,109.5,11
0,10,109.0,110.0,15
1,4,109.5,110.5,10
1,4,110.0,111.0,6
0,10,110.5,111.5,13
1,10,111.0,112.0,9
1,15,111.5,112.5,2
0,4,112.0,113.0,5
1,15,112.5,113.5,8
1,4,113.0,114.0,1
1,4,113.5,114.5,7
0,4,114.0,115.0,4
1,10,114.5,115.5,19
0,10,115.0,116.0,7
0,10,115.5,116.5,19
0,10,116.0,117.0,3
0,4,116.5,117.5,18
1,10,117.0,118.0,8
0,15,117.5,118.5,9
0,4,118.0,119.0,3
0,10,118.5,119.5,17
0,4,119.0,120.0,6
0,10,119.5,120.5,12
0,4,120.0,121.0,15
0,10,120.5,121.5,11
1,4,121.0,122.0,4
0,15,121.5,122.5,18
0,4,122.0,123.0,17
1,15,122.5,123.5,1
0,10,123.0,124.0,3
1,15,123.5,124.5,11
1,10,124.0,125.0,16
1,10,124.5,125.5,12
1,4,125.0,126.0,8
1,10,125.5,126.5,8
1,10,126.0,127.0,5
0,15,126.5,127.5,17
0,4,127.0,128.0,13
1,4,127.5,128.5,13
1,15,128.0,129.0,6
1,15,128.5,129.5,5
0,4,129.0,130.0,2
1,10,129.5,130.5,18
0,4,130.0,131.0,5
0,4,130.5,131.5,1
1,15,131.0,132.0,17
0,4,131.5,132.5,17
0,4,132.0,133.0,2
0,15,132.5,133.5,1
0,15,133.0,134.0,6
1,4,133.5,134.5,5
0,4,134.0,135.0,6
0,4,134.5,135.5,5
0,4,135.0,136.0,10
1,15,135.5,136.5,17
0,10,136.0,137.0,9
1,4,136.5,137.5,19
0,4,137.0,138.0,4
1,4,137.5,138.5,17
1,10,138.0,139.0,8
0,10,138.5,139.5,2
1,10,139.0,140.0,3
0,10,139.5,140.5,12
0,10,140.0,141.0,12
0,10,140.5,141.5,17
1,15,141.0,142.0,15
0,15,141.5,142.5,5
0,10,142.0,143.0,2
0,15,142.5,143.5,7
1,10,143.0,144.0,6
1,10,143.5,144.5,18
1,15,144.0,145.0,19
0,10,144.5,145.5,6
0,15,145.0,146.0,10
0,4,145.5,146.5,5
0,10,146.0,147.0,17
1,4,146.5,147.5,5
1,10,147.0,148.0,2
0,10,147.5,148.5,11
0,15,148.0,149.0,19
0,4,148.5,149.5,16
0,15,149.0,150.0,16
1,4,149.5,150.5,3
1,15,150.0,151.0,18
0,10,150.5,151.5,19
0,4,151.0,152.0,5
1,10,151.5,152.5,6
0,4,152.0,153.0,9
1,10,152.5,153.5,14
1,4,153.0,154.0,14
1,4,153.5,154.5,9
1,4,154.0,155.0,15
0,10,154.5,155.5,15
1,10,155.0,156.0,11
0,4,155.5,156.5,17
1,4,156.0,157.0,8
0,15,156.5,157.5,15
0,15,157.0,158.0,14
1,15,157.5,158.5,14
1,10,158.0,159.0,13
1,10,158.5,159.5,19
0,15,159.0,160.0,15
0,10,159.5,160.5,11
0,4,160.0,161.0,18
1,10,160.5,161.5,3
0,15,161.0,162.0,5
1,10,161.5,162.5,7
0,4,162.0,163.0,7
1,10,162.5,163.5,12
0,4,163.0,164.0,13
1,4,163.5,164.5,4
1,15,164.0,165.0,9
0,10,164.5,165.5,15
1,15,165.0,166.0,2
0,4,165.5,166.5,12
0,10,166.0,167.0,9
0,10,166.5,167.5,2
0,15,167.0,168.0,13
1,4,167.5,168.5,1
0,10,168.0,169.0,6
1,15,168.5,169.5,16
1,10,169.0,170.0,11
1,10,169.5,170.5,9
0,15,170.0,171.0,19
0,4,170.5,171.5,4
1,15,171.0,172.0,6
1,15,171.5,172.5,4
0,10,172.0,173.0,17
1,10,172.5,173.5,19
1,4,173.0,174.0,2
0,15,173.5,174.5,8
1,15,174.0,175.0,13
1,4,174.5,175.5,6
1,10,175.0,176.0,4
0,4,175.5,176.5,17
1,15,176.0,177.0,1
1,10,176.5,177.5,6
0,10,177.0,178.0,11
0,4,177.5,178.5,11
0,4,178.0,179.0,6
1,10,178.5,179.5,5
0,10,179.0,180.0,12
1,4,179.5,180.5,8
1,4,180.0,181.0,5
0,4,180.5,181.5,9
0,15,181.0,182.0,6
0,15,181.5,182.5,17
0,10,182.0,183.0,12
1,10,182.5,183.5,11
0,10,183.0,184.0,12
0,15,183.5,184.5,1
1,10,184.0,185.0,8
0,4,184.5,185.5,5
1,10,185.0,186.0,3
0,4,185.5,186.5,5
0,15,186.0,187.0,14
1,10,186.5,187.5,4
0,4,187.0,188.0,10
0,10,187.5,188.5,8
1,15,188.0,189.0,8
1,15,188.5,189.5,6
0,15,189.0,190.0,15
0,4,189.5,190.5,17
0,15,190.0,191.0,2
1,4,190.5,191.5,8
1,15,191.0,192.0,7
0,10,191.5,192.5,6
0,15,192.0,193.0,19
1,10,192.5,193.5,15
0,4,193.0,194.0,1
1,10,193.5,194.5,7
0,4,194.0,195.0,6
0,4,194.5,195.5,5
0,15,195.0,196.0,1
1,10,195.5,196.5,2
1,4,196.0,197.0,10
0,10,196.5,197.5,6
0,15,197.0,198.0,15
1,4,197.5,198.5,15
0,4,198.0,199.0,15
1,4,198.5,199.5,2
0,15,199.0,200.0,19
0,10,199.5,200.5,11
0,4,200.0,201.0,11
1,10,200.5,201.5,8
1,10,201.0,202.0,8
0,15,201.5,202.5,14
0,10,202.0,203.0,13
1,10,202.5,203.5,18
0,4,203.0,204.0,15
1,15,203.5,204.5,12
1,4,204.0,205.0,5
1,15,204.5,205.5,10
0,15,205.0,206.0,9
1,15,205.5,206.5,14
1,4,206.0,207.0,11
0,4,206.5,207.5,14
0,4,207.0,208.0,14
1,10,207.5,208.5,1
0,10,208.0,209.0,19
1,15,208.5,209.5,15
0,4,209.0,210.0,9
1,4,209.5,210.5,9
0,15,210.0,211.0,11
1,10,210.5,211.5,7
1,15,211.0,212.0,2
0,4,211.5,212.5,11
0,15,212.0,213.0,19
1,4,212.5,213.5,7
1,10,213.0,214.0,1
0,4,213.5,214.5,11
1,10,214.0,215.0,18
0,4,214.5,215.5,7
0,4,215.0,216.0,17
1,10,215.5,216.5,8
0,15,216.0,217.0,1
1,4,216.5,217.5,19
0,15,217.0,218.0,17
0,4,217.5,218.5,16
1,15,218.0,219.0,18
0,10,218.5,219.5,19
0,10,219.0,220.0,2
1,4,219.5,220.5,18
1,10,220.0,221.0,19
0,4,220.5,221.5,8
0,15,221.0,222.0,7
0,10,221.5,222.5,10
0,10,222.0,223.0,2
1,4,222.5,223.5,18
0,4,223.0,224.0,8
0,4,223.5,224.5,3
1,15,224.0,225.0,8
1,4,224.5,225.5,15
0,15,225.0,226.0,19
0,15,225.5,226.5,8
1,15,226.0,227.0,14
1,10,226.5,227.5,11
1,4,227.0,228.0,14
0,15,227.5,228.5,16
1,15,228.0,229.0,10
0,4,228.5,229.5,19
1,4,229.0,230.0,19
1,4,229.5,230.5,18
1,4,230.0,231.0,15
0,15,230.5,231.5,10
0,10,231.0,232.0,3
0,15,231.5,232.5,12
1,4,232.0,233.0,5
1,10,232.5,233.5,9
1,4,233.0,234.0,12
0,10,233.5,234.5,12
1,4,234.0,235.0,10
1,15,234.5,235.5,14
0,4,235.0,236.0,18
0,4,235.5,236.5,14
0,10,236.0,237.0,13
0,15,236.5,237.5,9
1,10,237.0,238.0,11
1,10,237.5,238.5,13
1,15,238.0,239.0,5
0,10,238.5,239.5,18
1,4,239.0,240.0,10
1,4,239.5,240.5,6
1,4,240.0,241.0,5
0,10,240.5,241.5,12
0,4,241.0,242.0,10
1,4,241.5,242.5,6
0,10,242.0,243.0,12
0,4,242.5,243.5,7
1,4,243.0,244.0,17
1,4,243.5,244.5,14
1,10,244.0,245.0,11
0,15,244.5,245.5,4
0,10,245.0,246.0,11
1,15,245.5,246.5,4
0,15,246.0,247.0,7
1,15,246.5,247.5,2
0,15,247.0,248.0,5
1,4,247.5,248.5,4
0,15,248.0,249.0,3
1,15,248.5,249.5,17
1,15,249.0,250.0,13
0,10,249.5,250.5,9
1,10,250.0,251.0,9
0,4,250.5,251.5,1
0,4,251.0,252.0,11
1,10,251.5,252.5,7
0,15,252.0,253.0,18
0,15,252.5,253.5,6
1,15,253.0,254.0,5
1,15,253.5,254.5,17
0,4,254.0,255.0,10
0,15,254.5,255.5,17
0,10,255.0,256.0,16
1,15,255.5,256.5,8
0,4,256.0,257.0,17
0,4,256.5,257.5,16
1,4,257.0,258.0,18
0,15,257.5,258.5,9
0,10,258.0,259.0,15
1,10,258.5,259.5,16
0,4,259.0,260.0,7
1,15,259.5,260.5,7
0,15,260.0,261.0,16
1,10,260.5,261.5,18
0,10,261.0,262.0,7
0,10,261.5,262.5,10
0,4,262.0,263.0,14
0,15,262.5,263.5,12
1,4,263.0,264.0,2
0,4,263.5,264.5,11
1,10,264.0,265.0,12
0,15,264.5,265.5,17
1,4,265.0,266.0,13
1,4,265.5,266.5,16
0,10,266.0,267.0,12
1,10,266.5,267.5,3
1,10,267.0,268.0,13
0,10,267.5,268.5,3
0,15,268.0,269.0,14
1,4,268.5,269.5,17
0,10,269.0,270.0,12
0,15,269.5,270.5,10
1,4,270.0,271.0,7
1,4,270.5,271.5,1
1,4,271.0,272.0,3
0,10,271.5,272.5,18
1,10,272.0,273.0,5
0,4,272.5,273.5,14
0,4,273.0,274.0,15
0,4,273.5,274.5,4
1,15,274.0,275.0,5
0,4,274.5,275.5,11
1,10,275.0,276.0,7
1,15,275.5,276.5,14
1,15,276.0,277.0,13
1,4,276.5,277.5,7
1,15,277.0,278.0,8
1,4,277.5,278.5,19
0,10,278.0,279.0,10
0,10,278.5,279.5,9
0,10,279.0,280.0,3
1,10,279.5,280.5,5
0,10,280.0,281.0,15
0,4,280.5,281.5,9
0,10,281.0,282.0,17
0,15,281.5,282.5,10
0,10,282.0,283.0,18
1,4,282.5,283.5,3
1,15,283.0,284.0,6
0,4,283.5,284.5,15
0,4,284.0,285.0,4
1,4,284.5,285.5,2
0,4,285.0,286.0,3
0,4,285.5,286.5,9
0,4,286.0,287.0,2
1,10,286.5,287.5,9
0,4,287.0,288.0,5
0,15,287.5,288.5,2
1,15,288.0,289.0,6
1,15,288.5,289.5,5
1,10,289.0,290.0,18
1,4,289.5,290.5,16
0,4,290.0,291.0,13
0,10,290.5,291.5,8
0,10,291.0,292.0,19
1,15,291.5,292.5,8
1,15,292.0,293.0,13
0,4,292.5,293.5,6
1,15,293.0,294.0,16
1,4,293.5,294.5,16
0,4,294.0,295.0,11
0,4,294.5,295.5,10
1,15,295.0,296.0,6
1,15,295.5,296.5,5
0,4,296.0,297.0,19
0,15,296.5,297.5,10
1,15,297.0,298.0,7
0,10,297.5,298.5,4
1,10,298.0,299.0,13
0,15,298.5,299.5,2
1,4,299.0,300.0,14
0,4,299.5,300.5,9
0,15,300.0,301.0,2
1,4,300.5,301.5,3
1,10,301.0,302.0,19
1,15,301.5,302.5,10
0,10,302.0,303.0,15
1,4,302.5,303.5,4
1,10,303.0,304.0,4
0,4,303.5,304.5,12
1,4,304.0,305.0,10
1,4,304.5,305.5,18
1,10,305.0,306.0,15
0,15,305.5,306.5,3
1,4,306.0,307.0,12
0,4,306.5,307.5,11
0,10,307.0,308.0,15
0,15,307.5,308.5,11
1,15,308.0,309.0,2
1,10,308.5,309.5,4
0,15,309.0,310.0,13
0,15,309.5,310.5,15
0,4,310.0,311.0,11
1,10,310.5,311.5,15
1,10,311.0,312.0,11
0,15,311.5,312.5,17
1,4,312.0,313.0,15
1,4,312.5,313.5,6
0,4,313.0,314.0,5
0,15,313.5,314.5,1
1,10,314.0,315.0,15
1,4,314.5,315.5,3
1,4,315.0,316.0,12
1,15,315.5,316.5,12
1,15,316.0,317.0,8
1,10,316.5,317.5,17
0,4,317.0,318.0,8
0,15,317.5,318.5,14
1,15,318.0,319.0,3
0,4,318.5,319.5,3
1,10,319.0,320.0,15
0,10,319.5,320.5,14
0,4,320.0,321.0,12
1,4,320.5,321.5,6
1,4,321.0,322.0,2
1,15,321.5,322.5,13
0,4,322.0,323.0,18
1,10,322.5,323.5,14
0,15,323.0,324.0,6
1,15,323.5,324.5,13
0,4,324.0,325.0,6
0,15,324.5,325.5,19
1,4,325.0,326.0,17
1,4,325.5,326.5,14
1,15,326.0,327.0,16
1,10,326.5,327.5,1
1,10,327.0,328.0,1
1,4,327.5,328.5,1
0,4,328.0,329.0,1
0,10,328.5,329.5,7
1,10,329.0,330.0,7
1,10,329.5,330.5,18
0,10,330.0,331.0,10
0,4,330.5,331.5,8
0,4,331.0,332.0,3
0,10,331.5,332.5,9
1,4,332.0,333.0,7
0,4,332.5,333.5,18
1,10,333.0,334.0,15
0,15,333.5,334.5,7
0,10,334.0,335.0,3
0,4,334.5,335.5,10
1,15,335.0,336.0,18
1,15,335.5,336.5,12
0,4,336.0,337.0,13
0,10,336.5,337.5,19
0,10,337.0,338.0,4
0,4,337.5,338.5,19
1,10,338.0,339.0,6
1,15,338.5,339.5,5
1,4,339.0,340.0,3
1,10,339.5,340.5,19
0,4,340.0,341.0,15
0,15,340.5,341.5,12
0,10,341.0,342.0,5
1,10,341.5,342.5,18
0,15,342.0,343.0,9
1,10,342.5,343.5,2
1,10,343.0,344.0,15
1,10,343.5,344.5,7
1,15,344.0,345.0,19
1,10,344.5,345.5,12
0,4,345.0,346.0,18
1,4,345.5,346.5,15
0,15,346.0,347.0,8
1,10,346.5,347.5,10
1,10,347.0,348.0,14
1,15,347.5,348.5,5
0,10,348.0,349.0,13
0,10,348.5,349.5,15
1,15,349.0,350.0,2
0,10,349.5,350.5,17
0,4,350.0,351.0,2
0,4,350.5,351.5,5
0,4,351.0,352.0,8
1,4,351.5,352.5,15
0,15,352.0,353.0,10
0,10,352.5,353.5,14
1,10,353.0,354.0,10
1,10,353.5,354.5,9
0,4,354.0,355.0,8
0,4,354.5,355.5,11
0,15,355.0,356.0,5
1,4,355.5,356.5,17
0,15,356.0,357.0,15
1,15,356.5,357.5,18
1,10,357.0,358.0,9
0,4,357.5,358.5,1
0,15,358.0,359.0,6
0,4,358.5,359.5,5
0,4,359.0,360.0,19
1,10,359.5,360.5,18
1,15,360.0,361.0,11
1,10,360.5,361.5,18
0,4,361.0,362.0,7
0,15,361.5,362.5,11
1,15,362.0,363.0,12
1,15,362.5,363.5,13
1,10,363.0,364.0,10
1,15,363.5,364.5,8
1,4,364.0,365.0,1
0,4,364.5,365.5,6
0,15,365.0,366.0,15
1,4,365.5,366.5,11
1,10,366.0,367.0,18
1,4,366.5,367.5,8
0,4,367.0,368.0,12
0,4,367.5,368.5,14
1,4,368.0,369.0,1
0,15,368.5,369.5,16
1,4,369.0,370.0,16
0,4,369.5,370.5,2
1,10,370.0,371.0,9
0,4,370.5,371.5,16
0,4,371.0,372.0,13
0,4,371.5,372.5,11
1,10,372.0,373.0,6
1,10,372.5,373.5,19
1,10,373.0,374.0,18
0,4,373.5,374.5,19
0,15,374.0,375.0,1
1,10,374.5,375.5,7
0,4,375.0,376.0,15
0,10,375.5,376.5,7
0,4,376.0,377.0,19
1,4,376.5,377.5,1
0,4,377.0,378.0,3
1,10,377.5,378.5,11
0,10,378.0,379.0,14
1,10,378.5,379.5,14
0,15,379.0,380.0,8
1,10,379.5,380.5,6
1,4,380.0,381.0,12
0,10,380.5,381.5,16
0,15,381.0,382.0,12
1,15,381.5,382.5,11
1,15,382.0,383.0,6
1,10,382.5,383.5,12
0,15,383.0,384.0,13
0,15,383.5,384.5,11
0,15,384.0,385.0,15
0,15,384.5,385.5,19
0,4,385.0,386.0,13
1,15,385.5,386.5,2
1,4,386.0,387.0,4
1,4,386.5,387.5,14
0,4,387.0,388.0,15
1,15,387.5,388.5,8
1,10,388.0,389.0,4
1,10,388.5,389.5,2
0,4,389.0,390.0,4
1,4,389.5,390.5,11
0,15,390.0,391.0,12
1,15,390.5,391.5,13
0,15,391.0,392.0,17
1,4,391.5,392.5,10
1,10,392.0,393.0,7
1,4,392.5,393.5,12
1,4,393.0,394.0,10
0,15,393.5,394.5,13
0,10,394.0,395.0,9
1,4,394.5,395.5,15
1,10,395.0,396.0,10
1,4,395.5,396.5,5
1,10,396.0,397.0,19
1,15,396.5,397.5,10
0,10,397.0,398.0,19
1,10,397.5,398.5,1
0,10,398.0,399.0,5
0,4,398.5,399.5,3
1,10,399.0,400.0,1
0,4,399.5,400.5,17
1,4,400.0,401.0,15
0,15,400.5,401.5,11
1,4,401.0,402.0,14
0,4,401.5,402.5,2
1,15,402.0,403.0,7
0,10,402.5,403.5,3
1,10,403.0,404.0,7
0,4,403.5,404.5,11
0,10,404.0,405.0,19
1,10,404.5,405.5,6
1,15,405.0,406.0,13
1,4,405.5,406.5,1
1,15,406.0,407.0,9
1,4,406.5,407.5,6
0,15,407.0,408.0,4
0,4,407.5,408.5,2
1,4,408.0,409.0,12
0,4,408.5,409.5,8
1,10,409.0,410.0,3
1,4,409.5,410.5,3
1,10,410.0,411.0,2
0,10,410.5,411.5,6
0,15,411.0,412.0,2
0,10,411.5,412.5,8
1,10,412.0,413.0,4
0,4,412.5,413.5,15
0,15,413.0,414.0,16
1,10,413.5,414.5,16
1,4,414.0,415.0,16
1,15,414.5,415.5,16
1,4,415.0,416.0,19
1,10,415.5,416.5,5
1,4,416.0,417.0,6
1,10,416.5,417.5,8
0,4,417.0,418.0,16
1,10,417.5,418.5,2
0,10,418.0,419.0,4
0,15,418.5,419.5,18
0,10,419.0,420.0,9
0,10,419.5,420.5,9
0,15,420.0,421.0,3
1,10,420.5,421.5,4
1,15,421.0,422.0,6
0,10,421.5,422.5,11
0,10,422.0,423.0,5
1,10,422.5,423.5,12
0,4,423.0,424.0,10
1,10,423.5,424.5,13
0,10,424.0,425.0,10
1,10,424.5,425.5,6
0,15,425.0,426.0,14
0,15,425.5,426.5,3
1,15,426.0,427.0,2
0,10,426.5,427.5,14
1,10,427.0,428.0,10
0,10,427.5,428.5,1
1,15,428.0,429.0,14
0,10,428.5,429.5,16
1,10,429.0,430.0,3
0,4,429.5,430.5,6
0,4,430.0,431.0,2
1,4,430.5,431.5,2
1,4,431.0,432.0,15
1,4,431.5,432.5,12
1,4,432.0,433.0,14
1,10,432.5,433.5,6
1,4,433.0,434.0,11
1,10,433.5,434.5,19
0,15,434.0,435.0,5
0,10,434.5,435.5,10
0,10,435.0,436.0,11
1,4,435.5,436.5,15
0,15,436.0,437.0,19
0,15,436.5,437.5,9
1,10,437.0,438.0,14
0,15,437.5,438.5,16
1,4,438.0,439.0,4
1,15,438.5,439.5,8
0,4,439.0,440.0,7
1,4,439.5,440.5,4
1,10,440.0,441.0,7
1,15,440.5,441.5,5
1,15,441.0,442.0,3
0,15,441.5,442.5,14
0,4,442.0,443.0,5
1,15,442.5,443.5,2
1,15,443.0,444.0,6
0,4,443.5,444.5,10
0,10,444.0,445.0,7
0,4,444.5,445.5,13
0,10,445.0,446.0,18
0,4,445.5,446.5,18
0,4,446.0,447.0,4
0,15,446.5,447.5,17
1,15,447.0,448.0,4
1,10,447.5,448.5,8
0,4,448.0,449.0,6
1,4,448.5,449.5,10
0,4,449.0,450.0,9
1,4,449.5,450.5,9
0,4,450.0,451.0,2
1,4,450.5,451.5,1
1,10,451.0,452.0,8
0,15,451.5,452.5,2
1,15,452.0,453.0,8
0,15,452.5,453.5,17
1,15,453.0,454.0,13
0,4,453.5,454.5,12
0,15,454.0,455.0,5
1,4,454.5,455.5,8
0,15,455.0,456.0,11
0,4,455.5,456.5,19
1,15,456.0,457.0,17
0,4,456.5,457.5,8
1,15,457.0,458.0,14
1,15,457.5,458.5,15
0,15,458.0,459.0,19
1,15,458.5,459.5,11
1,4,459.0,460.0,5
1,10,459.5,460.5,8
1,10,460.0,461.0,6
0,4,460.5,461.5,8
1,4,461.0,462.0,9
1,15,461.5,462.5,18
0,4,462.0,463.0,4
1,10,462.5,463.5,9
0,4,463.0,464.0,18
1,4,463.5,464.5,4
1,15,464.0,465.0,8
1,10,464.5,465.5,13
0,15,465.0,466.0,16
1,10,465.5,466.5,11
1,15,466.0,467.0,17
1,10,466.5,467.5,9
0,15,467.0,468.0,14
1,10,467.5,468.5,18
1,10,468.0,469.0,12
1,15,468.5,469.5,14
0,4,469.0,470.0,3
1,10,469.5,470.5,7
0,4,470.0,471.0,15
1,4,470.5,471.5,13
1,4,471.0,472.0,8
1,10,471.5,472.5,7
0,15,472.0,473.0,11
0,10,472.5,473.5,13
1,10,473.0,474.0,15
1,15,473.5,474.5,18
0,15,474.0,475.0,19
0,4,474.5,475.5,11
0,4,475.0,476.0,1
1,15,475.5,476.5,19
0,4,476.0,477.0,7
1,15,476.5,477.5,5
0,10,477.0,478.0,16
1,4,477.5,478.5,12
0,15,478.0,479.0,1
1,15,478.5,479.5,10
1,15,479.0,480.0,10
0,10,479.5,480.5,7
0,15,480.0,481.0,2
0,4,480.5,481.5,9
1,10,481.0,482.0,10
1,10,481.5,482.5,12
0,10,482.0,483.0,14
0,10,482.5,483.5,11
1,15,483.0,484.0,6
1,15,483.5,484.5,5
1,15,484.0,485.0,4
1,10,484.5,485.5,3
1,4,485.0,486.0,6
0,10,485.5,486.5,8
0,4,486.0,487.0,10
1,10,486.5,487.5,4
1,4,487.0,488.0,13
1,4,487.5,488.5,7
1,4,488.0,489.0,14
0,4,488.5,489.5,16
1,15,489.0,490.0,4
1,10,489.5,490.5,2
1,10,490.0,491.0,19
0,15,490.5,491.5,17
0,10,491.0,492.0,19
1,4,491.5,492.5,12
1,10,492.0,493.0,6
0,15,492.5,493.5,4
1,15,493.0,494.0,16
0,10,493.5,494.5,17
0,4,494.0,495.0,18
0,4,494.5,495.5,15
0,4,495.0,496.0,13
0,4,495.5,496.5,6
1,15,496.0,497.0,15
1,15,496.5,497.5,14
1,15,497.0,498.0,7
0,10,497.5,498.5,16
0,4,498.0,499.0,10
1,15,498.5,499.5,13
0,4,499.0,500.0,13
1,4,499.5,500.5,13
